plant,matrix,symmetry,N.poll
Aster glehni,M_PL_056,actinomorphic,5
Dianthus superbus longicalycinus,M_PL_056,actinomorphic,3
Acer japonicum,M_PL_056,actinomorphic,3
Cacalia hastata farfaraefolia,M_PL_056,actinomorphic,2
Ixeris dentata,M_PL_056,actinomorphic,4
Campanula punctata,M_PL_056,actinomorphic,2
Picris hieracioides japonica,M_PL_056,actinomorphic,1
Adenophora triphylla,M_PL_056,actinomorphic,2
Patrinia triloba palmata,M_PL_056,actinomorphic,2
Ribes maximowiczianum,M_PL_056,actinomorphic,2
Rubus idaeus f marmoratus,M_PL_056,actinomorphic,1
Thalictrum filamentosum tenerum,M_PL_056,actinomorphic,2
Veratrum maackii,M_PL_056,actinomorphic,2
Achillea alpina,M_PL_056,actinomorphic,1
Arabis hirsuta,M_PL_056,actinomorphic,1
Menziesia pentandra,M_PL_056,actinomorphic,1
Polygonatum macranthum,M_PL_056,actinomorphic,1
Pseudostellaria heterantha,M_PL_056,actinomorphic,1
Rhododendron degronianum,M_PL_056,actinomorphic,1
Lonicera alpigena,M_PL_056,zygomorphic,38
Pedicularis resupinata,M_PL_056,zygomorphic,4
Cypripedium guttatum,M_PL_056,zygomorphic,4
Clinopodium chinense grandiflorum,M_PL_056,zygomorphic,3
Meehania urticifolia,M_PL_056,zygomorphic,2
Viola grypoceras,M_PL_056,zygomorphic,1
Euphrasia maximowiczii,M_PL_056,zygomorphic,1
Gymnadenia conopsea,M_PL_056,zygomorphic,1
Deutzia crenata,M_PL_057,actinomorphic,103
Angelica pubescens,M_PL_057,actinomorphic,119
Persicaria thunbergii,M_PL_057,actinomorphic,108
Rubus crataegifolius,M_PL_057,actinomorphic,86
Stenactis annuus,M_PL_057,actinomorphic,67
Viburnum plicatum,M_PL_057,actinomorphic,74
Reynoutria japonica,M_PL_057,actinomorphic,79
Kerria japonica,M_PL_057,actinomorphic,51
Rubus palmatus,M_PL_057,actinomorphic,50
Hydrangea macrophylla,M_PL_057,actinomorphic,35
Kalimeris yomena,M_PL_057,actinomorphic,46
Aralia cordata,M_PL_057,actinomorphic,69
Angelica polymorpha,M_PL_057,actinomorphic,57
Weigela hortensis,M_PL_057,actinomorphic,41
Hydrangea paniculata,M_PL_057,actinomorphic,34
Cirsium microspicatum,M_PL_057,actinomorphic,12
Deutzia maximowicziana,M_PL_057,actinomorphic,44
Omphalodes japonica,M_PL_057,actinomorphic,23
Staphylea bumalda,M_PL_057,actinomorphic,47
Lindera obtusiloba,M_PL_057,actinomorphic,19
Macleaya cordata,M_PL_057,actinomorphic,17
Ligularia fischerii,M_PL_057,actinomorphic,22
Symplocos chinensis,M_PL_057,actinomorphic,34
Astilbe thunbergii,M_PL_057,actinomorphic,26
Orixa japonica,M_PL_057,actinomorphic,40
Hydrangea hirta,M_PL_057,actinomorphic,26
Ranunculus silerifolius,M_PL_057,actinomorphic,24
Rorippa indica,M_PL_057,actinomorphic,8
Cardiandra alternifolia,M_PL_057,actinomorphic,10
Meliosma tenuis,M_PL_057,actinomorphic,10
Aralta elata,M_PL_057,actinomorphic,17
Aster ageratoides amplexifolius,M_PL_057,actinomorphic,18
Aster glehni,M_PL_057,actinomorphic,18
Agrimonia pilosa,M_PL_057,actinomorphic,12
Stephanandra incisa,M_PL_057,actinomorphic,17
Duchesnea chrysantha,M_PL_057,actinomorphic,12
Rhus javanica,M_PL_057,actinomorphic,14
Geranium nepalense,M_PL_057,actinomorphic,8
Lonicera gracilipes,M_PL_057,actinomorphic,8
Viburnum phlebotricum,M_PL_057,actinomorphic,11
Osterium sieboldii,M_PL_057,actinomorphic,5
Lindera umbellata,M_PL_057,actinomorphic,7
Stellaria uchiyamana,M_PL_057,actinomorphic,12
